age,annual_income,education_years,work_experience_years,credit_score,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default
43,65721.38112059816,12,9,487.6465184284771,24589.969829117756,36,17.781826330155766,0.8899024278059734,2672.187647668725,11206.2550437776,18283.35906289164,4,9,1,2,0.6404516371279692,3,15,44,7.81961054501323,0.9254638548497756,0,85,0
40,32155.975790294367,13,6,739.8944086593347,21418.078261396455,36,12.365981961077438,0.09087241835131962,2602.751966466807,19809.32059020077,22696.03660132634,3,29,4,1,0.9354752960422502,4,58,72,1.3769526081845271,0.637799296882667,1,10,0
61,48599.09383814617,15,15,628.0763154169665,10771.09566399151,36,17.14402475857289,0.8513985237029688,3039.06932663109,25976.89536860044,0.0,3,14,2,1,0.19927882097270022,3,82,43,7.397923660349207,0.4444270742399695,0,58,0
43,86276.78978456838,8,28,761.7289355387747,4106.674428124941,48,4.291357517972152,0.13629946702790025,2913.7134145828254,15352.87547533097,24762.647404916566,3,8,4,2,0.5701814015316944,2,91,64,9.544685613853735,0.7489364221593784,0,53,0
51,54082.51243983653,14,38,729.0104270652449,41781.03721910238,12,11.25877658921391,0.3542091559555948,2686.3264242336854,16041.367151795419,9204.848051902864,1,2,3,2,0.705346682130753,2,49,47,2.8769925394927993,0.2891930022908815,1,61,0
22,68196.61832528678,14,28,556.196692681277,26859.19198723882,60,8.806512518778954,0.8493893580707795,300.0,23483.136885931526,25584.878779313472,2,25,4,3,0.8958504579696349,4,28,40,11.445680375964924,0.7456944457069575,0,51,0
28,60518.81604787388,14,16,695.9145194779207,22208.175485345244,36,11.981938829443541,0.14742514345783805,2519.0864043367046,25692.734564378257,9312.320579680061,5,2,3,3,0.23479290985355683,3,23,62,11.378323348773431,0.29158491804097497,2,45,0
35,28138.43988645676,11,34,715.410487132221,43256.86427157339,24,7.1484955858669466,0.8808475205051254,1427.5868258074509,21585.555754692876,45428.90882207667,3,9,5,1,0.08801880656977012,1,67,20,6.699155340051683,0.28929907190552706,0,51,0
39,77048.39313624313,13,17,748.6978804497013,22683.836322008352,12,4.794872787140043,0.45924239590327115,3321.854936654236,4362.637066551475,8476.907191371469,5,0,3,1,0.605680366591076,5,94,33,11.11634478185307,0.3025777172925125,0,17,0
38,58748.8176825691,9,11,654.8525000992454,49044.595443039245,48,8.745160383602379,0.6812287618269351,2601.8592030113555,22388.31541342409,0.0,0,22,3,1,0.0030085663755039516,3,15,7,9.363387928742217,0.5431246006756655,0,39,0
24,70770.46415672093,17,8,612.3950970052571,16069.000324528968,36,11.577759194909937,0.5086278809302928,1602.124845026228,0.0,19551.791648734492,3,15,1,1,0.772774142642952,1,99,32,6.630093315753687,0.39719143627313647,0,1,0
45,72988.09873349183,13,9,666.9099643963111,18010.082359253225,36,11.524585574951828,0.28962522718633227,2165.6156092887577,5306.863173817257,33653.13550594458,2,14,3,3,0.7853526088498094,4,98,76,4.467619949194548,0.40650218530691795,0,2,0
28,53993.810384172386,19,10,762.8155734961622,17031.998860651598,24,13.212799307353302,0.5444212280462455,2885.620442253069,0.0,0.0,1,5,2,2,0.8880303517764758,4,88,41,9.584242797368262,0.7673810136973211,1,19,0
27,60050.95268478837,19,10,587.2602569941548,33265.58404866424,60,6.738442989918096,0.38899601760501334,2681.3666750663933,21630.127098180954,20413.3386775795,4,29,2,2,0.8439926230139306,5,46,100,5.744232406454836,0.680833909327365,0,9,0
41,60746.07165715743,14,30,598.5141028785565,27585.046601666014,24,10.244273524950577,0.43563269589536147,1495.974637068112,9836.721525790545,4919.432397680441,4,17,1,1,0.19798488335085884,4,84,97,8.403099319234396,0.42296978218300463,0,46,0
50,80566.65449135931,13,36,557.1233232560087,15507.805137465451,48,16.287517665029107,0.5853162951412852,2715.0870935703774,18179.32995393829,13399.029186604135,5,27,3,3,0.3865839404444177,4,21,96,3.20734147840323,0.22051910255545826,1,100,0
57,87372.22649514412,13,33,689.8982108780465,26696.45286637989,12,12.670071791059403,0.05926585763509208,3342.6837441430316,12800.88587731475,0.0,5,24,5,2,0.2961288106542913,5,36,7,9.588340636443762,0.32780641133182975,0,68,0
18,72445.38290592004,9,30,736.9043814242231,34806.24451740051,12,7.4559640122352375,0.058625348990528466,1687.0127626485987,18348.71037465081,20157.778365540697,4,5,4,1,0.5152234281492055,1,7,7,4.708536583510746,0.6088123475585462,0,23,0
26,44837.68383053859,15,39,596.5370142692205,11436.44323908754,48,14.272706339107225,0.6133724514057924,2713.8461287707264,16555.17920970628,12634.18563757092,2,0,3,1,0.7529130862197077,4,34,20,3.99197311636963,0.26615695589947674,2,11,0
44,51520.55660474698,19,0,668.1069523246258,23339.832021627,36,15.60282033217412,0.7335674119422417,1906.4918767262964,17470.469675934823,17880.648775322607,3,9,5,2,0.7165545154384361,5,52,79,8.070590284122147,0.16979741457805575,0,11,0
57,76063.71844347838,17,3,716.2336895856969,26446.947128807216,12,11.102408832380364,0.06341180674441912,3827.1165807217767,8624.941443759428,32025.445822944872,4,17,2,1,0.6027300383298682,4,42,3,10.87325558317634,0.21230282001768452,1,9,0
23,49677.75127147648,12,11,641.8350167403787,34666.91422341046,48,10.295301625699372,0.2740074570016533,3632.421177499881,19231.447500105656,17164.686029846012,3,11,3,1,0.19567211285206942,4,62,27,7.853284280150151,0.8230953980137584,0,69,0
47,66448.29860449753,16,26,755.4502691394631,33734.96392476515,24,7.785335683005785,0.21468050916890058,784.4053001814896,10298.324258216819,30962.183377985402,4,9,2,2,0.34240074982777013,4,8,20,1.2339934262306849,0.7548246979993766,0,2,0
24,56564.52807862092,11,38,724.9332896921907,37801.20000170344,36,15.236738185587875,0.7545195157024102,1883.916577334477,9764.127704597227,0.0,5,7,3,2,0.9051639290591861,4,37,80,11.770280066303439,0.21302930143836374,0,45,0
60,50673.375442912715,9,34,693.3857862457562,36111.4495595349,36,9.632548479063097,0.2682785644547695,3366.8066474912603,10323.055859525,15614.633567431578,0,4,3,1,0.23430581952462892,3,87,16,4.554546852842141,0.5431167525828284,3,27,0
26,76653.40223215346,19,6,613.0100781640019,23960.444156532958,48,11.113360118311526,0.2895745804610101,851.8228866051711,12511.18153068839,15735.635724148047,0,18,5,2,0.2876604403351759,4,58,93,7.238078559628782,0.2442947063254235,0,86,0
43,41472.08222083305,10,25,599.1275791952113,14068.280354992348,24,8.232742211933541,0.3039210400883886,2824.0854036496885,0.0,8022.321015229878,2,25,5,3,0.12862326559081605,3,100,59,1.9840614535551477,0.42008215767968904,0,40,0
46,74764.51975264883,9,24,781.8071816990271,24767.974332975857,48,14.05228638156168,0.6444297700782129,2533.468819535535,15847.687177739754,3914.3323820838323,2,11,5,1,0.08275077571821554,5,11,72,11.81904527212331,0.25560418884999403,1,41,0
50,40357.74996353981,11,24,749.3940000028905,18924.544218233605,48,13.905954656600796,0.8895705504762098,1967.6184845020975,15801.779203349364,19813.278324861025,0,1,5,3,0.8268475139904491,2,43,7,5.720988366097965,0.22585455614558014,0,33,0
18,58087.09734779358,9,39,716.791659452574,12799.688406421456,48,7.859670205818187,0.7349727914996174,2894.4477743190196,18212.869118366776,19285.64807869805,0,26,3,3,0.6438877313913574,5,54,21,9.950507416895205,0.7559749991264247,1,55,0
56,51807.55401841208,14,6,607.6494423496736,17270.65290538521,24,13.375662155023727,0.1323836564755799,3052.7121939754115,7461.342213450195,30479.4323114661,0,26,1,1,0.1805654357867691,1,64,44,2.687622718634002,0.7403518615178158,0,70,0
41,71088.85809758703,9,1,645.2609869811051,45621.40464986407,48,15.81526818306508,0.4967398806591,1382.7717176841372,15568.62749298841,18182.042512978198,1,6,5,2,0.6110916345653427,3,100,59,7.654813679116488,0.8313026735423443,0,39,0
59,71879.11941824609,15,16,668.5125832024535,24738.076821228075,60,3.263303551009308,0.6330871023111239,2567.8648872122712,12092.460046857766,15205.042110822485,2,29,2,3,0.13425928457820047,4,77,29,10.636670423041181,0.6393258467600047,1,7,0
35,33476.02044379213,17,21,518.420154679068,21268.188202216876,12,15.527540100176463,0.21148573932886205,2899.1704884109604,18486.729720100582,32998.96502234732,3,14,5,1,0.5006165351477161,4,96,44,4.90043815457576,0.45928714017873185,0,30,0
63,56156.601039251844,8,19,678.0951649595736,19669.38303932715,60,7.449869673009607,0.8541932917857772,2349.7042573610393,21318.7280529812,14133.761585255437,3,26,4,3,0.5037090665332375,4,29,100,1.126376853539025,0.508523980350513,2,54,0
32,65517.21689584522,16,28,686.7056661797565,23086.32413985568,24,12.030671223668834,0.6184299825389336,3502.934315980516,13675.982604376679,17904.349882136536,5,0,4,2,0.2977047483837838,1,20,73,2.7209324689761596,0.28633640661306137,1,34,0
46,53492.54238088906,14,12,696.262785876466,62928.97027635981,48,15.5244362291347,0.12497283765470273,2055.903189729627,14300.760502197585,1402.6760730787973,3,3,3,2,0.7252328662412892,5,35,57,4.1462583545575225,0.14896098141227665,0,73,0
21,47508.95335758818,15,25,809.9678400455256,16573.07736693769,60,14.193248736668124,0.26895990062466596,3704.238201063683,18755.130624632664,17853.358186143145,5,20,3,1,0.2319725667108925,1,96,50,5.6436620524749666,0.6373085414519116,0,11,0
31,66441.04246062711,10,33,669.2986541848546,30300.494179800353,36,5.108396740738488,0.6398690226219288,2849.038653229181,23098.235416900236,16471.97532276731,5,6,5,2,0.48340937977366905,5,14,3,8.437764293486538,0.27678828977594605,0,66,0
38,68608.00591414065,13,16,663.6399465230171,23038.01630448533,48,8.059404189488168,0.10810523210480966,975.1483291874481,15521.31526427763,0.0,3,20,5,1,0.6650266696748527,5,83,22,4.657278574800258,0.9170052474589089,0,86,0
54,67083.75624429648,11,2,678.6852390698124,4299.017820352739,36,4.464713066893591,0.7596626418853276,1547.048953941256,6133.34384109199,21474.160242159927,1,28,1,2,0.5681534875256562,2,53,42,6.303620064223201,0.1158031970473008,2,3,0
36,51644.46416801258,16,20,640.8131340390153,21232.58359807913,48,3.756311924867792,0.7630160309798945,2612.5005607961807,0.0,33024.39128513065,4,10,1,1,0.04404947409241744,4,60,78,8.992283825150212,0.5692396570935672,0,45,0
19,56707.95195200117,16,1,680.6036542465607,35114.20233624239,24,8.797022106294786,0.13842845468179732,3732.632845163228,24501.22421439265,22151.50074382647,1,25,5,3,0.05374761467914968,2,83,93,1.6651369166188636,0.3819751778440361,0,40,0
43,51854.31961180204,9,8,703.2272851872293,20347.712047878358,36,6.1972471291105915,0.2227012361539007,2166.6549713359755,8995.941975297214,25489.490737908673,0,25,5,2,0.8632530896870667,5,20,51,8.031695731102527,0.27292236410031434,0,58,0
31,63887.69806880414,12,34,623.2615364149276,12828.209477816434,60,5.497437561433832,0.06735491751458812,1862.7330850532385,12163.923719744398,6692.280984231618,4,9,1,2,0.5919157754437532,4,59,23,4.5766479410184715,0.11258763642113068,0,24,0
50,76713.79554300375,13,5,752.6990771966946,18439.69633052602,60,13.692598374986453,0.759501087320314,2262.722654932673,6625.955505360213,24285.18681610874,4,13,3,2,0.9906195873399287,5,49,24,4.046585049429177,0.18196925693749355,1,43,0
29,89679.7803196788,18,24,667.1019825478938,56783.07936646725,60,14.08552104228781,0.2635329399438446,2775.445010594208,25542.218871914585,6895.978898184085,4,21,1,3,0.7608132750248066,4,32,6,2.8218431319147186,0.4168136187856273,1,39,0
58,29949.143569500295,17,8,766.1121805061834,42952.87844818175,24,12.106731563896368,0.35448228151751693,3077.8184021090024,16898.05221373053,6088.808684818907,1,2,4,3,0.41177284452403773,2,77,45,7.1397443608018385,0.16828048170369403,0,66,0
22,39257.05576094765,12,7,727.4862276723373,27352.281600546943,60,6.979143273656532,0.4323658728600597,2850.70405775047,6906.633369122251,5771.069822087875,0,12,1,1,0.567872280363103,1,12,21,1.7159906927583217,0.9807435089466502,2,93,0
54,60843.07227865235,8,34,584.2098006019913,25506.07178131951,36,6.403701107023456,0.38813978598227,1936.2357028509969,8357.178370179368,36785.308968104,3,2,2,3,0.7744938627083133,1,35,65,5.062474707713194,0.5078104792568313,0,83,0
54,55205.02720558384,18,14,610.131027199585,42328.11963986528,48,13.194092043234972,0.1710086932265142,3277.5936423409416,5201.160414649434,46502.44320009132,3,28,1,2,0.16717320934467184,1,63,56,2.623644388135398,0.596979284973172,0,21,0
64,65828.17000086377,16,38,589.1629020689859,23499.36676944751,12,6.427399821688336,0.24612291098548467,2709.0738100522503,4304.443013005739,35352.8224956011,0,24,5,3,0.6547643817780097,4,31,34,7.100336729945006,0.1040151862919646,0,67,0
48,62325.397209450144,8,16,786.7607115978726,38706.65984228064,48,8.060888444681758,0.8635981045754834,2489.5797956608776,22540.892653132592,6132.044378072207,0,14,5,2,0.11971817545063124,3,24,47,0.889916565437608,0.5864947325292056,0,36,0
51,68038.90168095563,16,27,689.4795321426377,14289.328922592857,12,8.848461666268737,0.18017177368720105,2618.9421739577856,13318.025355814363,27625.78382553226,1,7,4,1,0.42637653434182154,4,94,22,2.0229233682593257,0.8092554578027272,2,79,0
49,59305.64222391617,12,17,621.4963820584293,29002.581933218215,36,13.29381351576123,0.47199416995875315,1421.0636905696208,20616.246278862447,12634.001518871912,1,2,5,1,0.8754306521731415,3,73,69,5.883940780339805,0.03161671573439351,2,18,0
49,40164.731929546215,10,25,588.2848241545123,22851.032689844436,60,8.532521218087235,0.6765921567381904,2161.243350717082,6474.444552566232,0.0,5,27,5,1,0.004766637887968828,3,72,60,11.065564973015922,0.24705876476309951,0,51,0
45,50612.34489144527,16,13,687.2107955949556,1000.0,12,17.259943775166413,0.4517256689379685,2615.015039690463,3091.2799217452575,25559.67292593063,4,14,1,1,0.3730582279025805,5,92,97,11.11993855996897,0.7480911047334736,0,85,0
31,41192.76939533741,12,29,736.2580518475776,39556.340310783075,36,4.728089663710964,0.06804951536499065,2082.466638798251,21653.278340267818,4682.188909762042,1,0,5,1,0.4891384416021617,1,80,4,0.6013673457182322,0.07038538625213075,1,91,0
24,57034.5332459932,19,25,522.7223771822805,31007.85553258119,24,11.43243504825623,0.5795081978095836,2921.196077954637,8953.997265180638,19416.8288645497,3,9,3,3,0.9096109557974636,5,58,85,10.440677205301492,0.1846707274099485,1,35,0
37,64738.178476636596,16,0,671.8563640620913,41816.86829125803,24,11.161801378479124,0.6009606141251974,3814.9914970813484,10405.88852843548,23154.16969075717,4,9,5,2,0.3468299585653484,4,42,30,2.659223466127246,0.49665028560416014,0,50,0
48,68964.30582939024,17,8,620.1493577484288,28595.031315677246,24,14.171041717641984,0.8326807240250543,3073.0461665341877,0.0,36524.82303188632,4,17,1,1,0.31412587924906576,1,94,35,2.8891954563410502,0.2956117574912316,0,48,0
56,55890.12244371296,9,7,784.7987178086171,33280.49436894842,36,11.428587435869723,0.8151601045442856,3198.9677624267597,7145.6384786706885,35424.42240313961,1,23,1,3,0.5844813913138552,1,65,91,1.3895459249271385,0.8355346787792617,1,5,0
62,67408.58395925735,19,3,719.4274126904638,31118.95746987538,24,8.17515804950223,0.4531451135724214,2084.0044367414494,28283.82153673884,25948.184001027817,4,28,4,3,0.4547955071156612,1,91,79,10.085969906508415,0.8388364686089577,0,57,0
27,24427.726754149895,13,12,732.7984926201084,36791.04701159884,48,7.665341861592812,0.7707506293885382,2974.8497399574253,9198.779667226594,27599.309942493368,4,19,2,1,0.17587447561604552,5,14,17,0.5154454516820601,0.4153151073277028,0,67,0
44,57877.78102118441,11,12,725.4100857536392,31114.798032781076,36,10.383412905259211,0.19319824032137417,3256.9278362892073,8335.260026987078,46091.37986091757,5,19,3,1,0.5370545337046041,4,40,84,0.9716800244588975,0.06154126410724026,2,55,0
58,52288.68058405406,16,27,662.2565370126462,22612.35209523225,36,10.75365259133695,0.06511785858766646,1371.8692516367219,6674.144228323668,38750.89301165426,0,27,2,1,0.7916765278368462,2,13,71,7.92763264479041,0.3945898576904905,1,38,0
31,75248.55888719515,16,29,572.528821943046,33679.08150660716,60,10.771953850645023,0.8943847650720772,1497.49845847977,13369.134487328462,46704.07435280489,5,16,2,2,0.5812423500407483,4,69,11,0.5545153392568775,0.5033014628363157,1,67,0
40,70183.13284527604,17,32,657.3056855770702,41922.28562018091,60,10.587829149839488,0.2990483363950507,2509.3979772310213,0.0,48311.975626203144,3,28,3,2,0.476094199228562,5,26,62,8.60599566364574,0.03017826022560144,0,86,0
22,51707.96289632615,10,33,663.1628375311241,2375.6643573002293,36,3.42381745634043,0.055226912305092406,2630.314160847858,7564.4976972094255,29093.830306423515,0,8,4,1,0.3294250873089898,1,80,37,3.1842458020686593,0.3632377400529061,0,29,0
38,69860.32069312378,15,17,673.8522676543337,28986.155626287466,36,5.453964757214942,0.6448261281954204,1898.0753809448815,6814.450870267347,49071.32952404302,3,5,5,2,0.45703605745877385,2,95,70,6.860749084316821,0.05532024057076235,2,56,0
31,69724.19352746278,17,34,799.3815713435106,23767.870107241895,60,16.185735848665015,0.42979915889983933,3777.6699190001127,13424.49834209534,24443.782351290745,2,5,2,1,0.8022549093503735,1,16,96,1.6903833786796942,0.6086732667316836,0,39,0
41,29105.68318543427,9,7,687.418869144575,33542.204181924586,48,3.800167618580984,0.3476437101434473,1594.346913468105,0.0,30428.56382894694,2,23,2,1,9.466845872052598e-05,3,93,95,7.949145251198269,0.7262313068198497,0,54,0
37,50320.05768231756,13,21,744.382424519466,27838.38979056495,36,14.456662564484837,0.7320264305127385,3416.115071057551,4821.507550352522,20655.723072618195,1,20,3,2,0.18826906505483199,2,4,77,6.085920175532252,0.8045438828800032,1,87,0
29,79738.08042693444,12,32,640.6838589202005,19094.250630217,60,7.581697039895737,0.8806493998210922,1746.157594628769,18887.80655700348,4866.108288367257,5,28,1,1,0.246515644338277,3,37,94,3.508390928154681,0.09247268438416034,1,93,0
36,50322.220704727035,15,31,698.5884449464777,24111.77525923426,24,11.783162756495472,0.1727621355841501,2506.216531368724,16742.09433880693,13991.231842985908,3,25,5,2,0.32778133667747134,4,63,94,2.453751917990723,0.4526014569363914,4,7,0
